Республика Северная Осетия - Алания,Алагирская,УИК №1,1416,1430,0,1240,20,170,20,1240,35,1225,0,0,6,238,9,907,18,46,1,0
Республика Северная Осетия - Алания,Алагирская,УИК №2,1870,1860,0,1536,102,222,102,1536,29,1609,0,0,5,295,16,1236,13,39,2,3
Республика Северная Осетия - Алания,Алагирская,УИК №3,1965,1930,0,1607,56,267,56,1607,33,1630,0,0,7,335,23,1215,13,34,2,1
Республика Северная Осетия - Алания,Алагирская,УИК №4,1537,1840,0,1442,95,303,95,1442,17,1520,0,0,6,291,18,1165,7,29,2,2
Республика Северная Осетия - Алания,Алагирская,УИК №5,2365,2340,0,2226,83,31,83,2226,1,2308,0,0,0,35,292,1910,0,52,19,0
Республика Северная Осетия - Алания,Алагирская,УИК №6,1809,1800,0,1396,67,337,67,1396,29,1434,0,0,6,264,20,1113,9,19,3,0
Республика Северная Осетия - Алания,Алагирская,УИК №7,2317,2190,0,2115,55,20,55,2115,0,2170,0,0,7,29,116,1880,0,65,53,20
Республика Северная Осетия - Алания,Алагирская,УИК №8,1220,1200,0,1095,79,26,79,1095,2,1172,0,0,10,15,87,987,0,41,31,1
Республика Северная Осетия - Алания,Алагирская,УИК №9,200,200,0,85,115,0,115,85,1,199,0,0,0,28,15,149,0,5,1,1
Республика Северная Осетия - Алания,Алагирская,УИК №10,118,120,0,104,9,7,9,104,1,112,0,0,0,24,0,88,0,0,0,0
Республика Северная Осетия - Алания,Алагирская,УИК №11,582,570,0,545,14,11,14,545,1,558,0,0,0,45,0,510,0,3,0,0
Республика Северная Осетия - Алания,Алагирская,УИК №12,1438,1420,0,1343,41,36,41,1343,1,1383,0,0,0,37,115,1203,0,19,9,0
Республика Северная Осетия - Алания,Алагирская,УИК №13,115,115,0,98,14,3,14,98,0,112,0,0,0,12,0,98,0,2,0,0
Республика Северная Осетия - Алания,Алагирская,УИК №14,541,540,0,495,27,18,27,495,0,522,0,0,0,5,6,502,0,4,5,0
Республика Северная Осетия - Алания,Алагирская,УИК №15,369,370,0,325,28,17,28,325,2,351,0,0,0,19,10,312,0,5,5,0
Республика Северная Осетия - Алания,Алагирская,УИК №16,619,620,0,580,25,15,25,580,2,603,0,0,1,10,9,570,0,12,1,0
Республика Северная Осетия - Алания,Алагирская,УИК №17,303,300,0,277,14,9,14,277,1,290,0,0,0,10,5,263,0,6,4,2
Республика Северная Осетия - Алания,Алагирская,УИК №18,759,750,0,709,25,16,25,709,1,733,0,0,1,3,1,713,0,12,3,0
Республика Северная Осетия - Алания,Алагирская,УИК №19,795,780,0,734,19,27,19,734,1,752,0,0,0,9,0,732,0,11,0,0
Республика Северная Осетия - Алания,Алагирская,УИК №20,1089,1070,0,999,52,19,52,999,1,1050,0,0,0,37,1,958,0,54,0,0
Республика Северная Осетия - Алания,Алагирская,УИК №21,999,980,0,926,27,27,27,926,0,953,0,0,0,13,12,911,0,14,3,0
Республика Северная Осетия - Алания,Алагирская,УИК №22,81,80,0,68,8,4,8,68,0,76,0,0,0,8,0,66,0,2,0,0
Республика Северная Осетия - Алания,Алагирская,УИК №23,1133,1090,0,1057,32,1,32,1057,0,1089,0,0,2,0,105,785,0,92,104,1
Республика Северная Осетия - Алания,Алагирская,УИК №24,140,140,0,119,13,8,13,119,0,132,0,0,0,0,0,123,0,9,0,0
Республика Северная Осетия - Алания,Алагирская,УИК №25,139,140,0,115,18,7,18,115,1,132,0,0,0,6,4,118,0,4,0,0
Республика Северная Осетия - Алания,Алагирская,УИК №26,1605,1610,0,1567,23,20,23,1567,0,1590,0,0,2,123,26,1299,0,75,65,0
Республика Северная Осетия - Алания,Алагирская,УИК №27,1170,1170,0,1123,42,5,42,1123,1,1164,0,0,1,128,1,946,0,67,19,2
Республика Северная Осетия - Алания,Алагирская,УИК №28,113,115,0,92,19,4,19,92,2,109,0,0,0,7,5,92,0,5,0,0
Республика Северная Осетия - Алания,Алагирская,УИК №29,84,85,0,82,0,3,0,82,0,82,0,0,0,0,0,80,0,2,0,0
Республика Северная Осетия - Алания,Алагирская,УИК №30,113,115,0,99,12,4,12,99,0,111,0,0,0,0,0,99,0,12,0,0
Республика Северная Осетия - Алания,Алагирская,УИК №31,421,423,52,347,18,6,18,399,1,416,0,0,0,19,9,370,0,18,0,0
Республика Северная Осетия - Алания,Алагирская,УИК №32,65,65,0,52,8,5,8,52,0,60,0,0,0,12,0,48,0,0,0,0
Республика Северная Осетия - Алания,Алагирская,УИК №33,187,190,0,174,12,4,12,174,0,186,0,0,0,12,1,167,0,6,0,0
Республика Северная Осетия - Алания,Алагирская,УИК №34,43,45,0,41,1,3,1,41,0,42,0,0,0,1,0,41,0,0,0,0
