Амурская область,Архаринского района,УИК №101,1418,1450,0,682,47,721,47,682,11,718,0,0,2,136,91,461,6,13,5,4
Амурская область,Архаринского района,УИК №102,1301,1350,0,706,106,538,106,706,21,791,0,0,3,207,66,502,4,1,2,6
Амурская область,Архаринского района,УИК №103,1391,1450,0,675,49,726,49,675,22,702,0,0,4,157,68,466,2,2,2,1
Амурская область,Архаринского района,УИК №104,1430,1450,0,699,139,612,139,699,11,827,0,0,8,149,98,543,3,12,7,7
Амурская область,Архаринского района,УИК №105,1447,1450,0,644,73,733,73,644,9,708,0,0,7,166,73,441,5,8,3,5
Амурская область,Архаринского района,УИК №106,285,250,0,112,20,118,20,112,1,131,0,0,0,26,15,87,1,0,2,0
Амурская область,Архаринского района,УИК №107,545,550,0,311,58,181,58,311,4,365,0,0,1,42,47,268,2,2,3,0
Амурская область,Архаринского района,УИК №108,138,150,0,85,20,45,20,85,0,105,0,0,1,8,15,78,1,1,1,0
Амурская область,Архаринского района,УИК №109,121,150,0,51,36,63,36,51,0,87,0,0,0,1,12,74,0,0,0,0
Амурская область,Архаринского района,УИК №110,251,250,0,157,36,57,36,157,0,193,0,0,0,28,21,140,0,2,1,1
Амурская область,Архаринского района,УИК №111,421,450,0,254,73,123,73,254,4,323,0,0,1,38,39,245,0,0,0,0
Амурская область,Архаринского района,УИК №112,264,250,0,164,23,63,23,164,4,183,0,0,1,25,14,141,2,0,0,0
Амурская область,Архаринского района,УИК №113,176,150,0,115,11,24,11,115,5,121,0,0,1,11,13,91,1,2,1,1
Амурская область,Архаринского района,УИК №114,123,100,0,80,5,15,5,80,1,84,0,0,0,10,13,60,0,0,1,0
Амурская область,Архаринского района,УИК №115,631,600,0,360,91,149,91,360,17,434,0,0,8,98,41,268,7,4,4,4
Амурская область,Архаринского района,УИК №116,311,300,0,201,66,33,66,201,4,263,0,0,2,18,24,217,2,0,0,0
Амурская область,Архаринского района,УИК №117,264,250,0,139,47,64,47,139,1,185,0,0,0,17,18,148,2,0,0,0
Амурская область,Архаринского района,УИК №118,161,150,0,112,11,27,11,112,1,122,0,0,0,20,11,88,1,2,0,0
Амурская область,Архаринского района,УИК №119,150,150,0,72,23,55,23,72,0,95,0,0,0,5,11,78,0,1,0,0
Амурская область,Архаринского района,УИК №120,637,650,0,295,92,263,92,295,8,379,0,0,3,48,40,282,2,0,2,2
Амурская область,Архаринского района,УИК №121,106,100,0,58,3,39,3,58,0,61,0,0,0,2,5,53,0,1,0,0
Амурская область,Архаринского района,УИК №122,265,250,0,137,37,76,37,137,1,173,0,0,1,14,19,133,3,3,0,0
Амурская область,Архаринского района,УИК №123,109,100,0,61,19,20,19,61,0,80,0,0,1,10,9,57,2,1,0,0
Амурская область,Архаринского района,УИК №124,288,300,0,106,85,109,85,106,1,190,0,0,2,13,15,158,1,0,1,0
Амурская область,Архаринского района,УИК №125,415,400,0,230,84,86,84,230,3,311,0,0,2,28,37,235,1,5,3,0
