Калининградская область,Багратионовская,УИК №1,1301,1200,0,615,24,561,24,615,10,629,0,0,5,55,42,507,8,1,4,7
Калининградская область,Багратионовская,УИК №2,1163,1200,0,607,41,552,41,607,8,640,0,0,3,64,38,510,5,4,9,7
Калининградская область,Багратионовская,УИК №3,592,550,0,294,18,238,18,294,3,309,0,0,1,29,18,257,1,2,1,0
Калининградская область,Багратионовская,УИК №4,656,600,0,338,33,229,33,338,5,366,0,0,0,25,24,307,2,4,2,2
Калининградская область,Багратионовская,УИК №5,1295,1250,0,656,20,574,20,656,13,663,0,0,3,55,37,545,9,5,5,4
Калининградская область,Багратионовская,УИК №6,499,450,0,269,9,172,9,269,2,276,0,0,1,16,4,250,0,2,1,2
Калининградская область,Багратионовская,УИК №7,451,450,0,238,10,202,10,238,4,244,0,0,0,14,19,201,4,2,1,3
Калининградская область,Багратионовская,УИК №8,518,500,0,207,19,274,19,207,5,221,0,0,0,11,14,194,0,1,0,1
Калининградская область,Багратионовская,УИК №9,1013,950,0,552,30,368,30,552,9,573,0,0,5,42,50,465,5,1,2,3
Калининградская область,Багратионовская,УИК №10,1439,1300,0,674,180,446,180,674,10,844,0,0,3,72,75,680,9,3,0,2
Калининградская область,Багратионовская,УИК №11,2623,2600,0,1636,63,901,63,1636,18,1681,0,0,7,150,92,1371,29,9,8,15
Калининградская область,Багратионовская,УИК №12,2602,2500,0,1564,51,885,51,1564,22,1593,0,0,14,171,110,1240,32,6,7,13
Калининградская область,Багратионовская,УИК №13,449,400,0,232,20,148,20,232,3,249,0,0,1,36,14,192,4,1,0,1
Калининградская область,Багратионовская,УИК №14,761,750,0,401,23,326,23,401,5,419,0,0,4,34,22,350,7,0,0,2
Калининградская область,Багратионовская,УИК №15,1316,1250,0,690,39,521,39,690,5,724,0,0,2,53,45,605,6,6,2,5
Калининградская область,Багратионовская,УИК №16,516,450,0,320,15,115,15,320,5,330,0,0,1,28,19,274,7,1,0,0
Калининградская область,Багратионовская,УИК №17,736,700,0,426,18,256,18,426,2,442,0,0,1,31,30,369,3,2,5,1
Калининградская область,Багратионовская,УИК №18,1982,1800,0,1170,78,552,78,1169,14,1233,0,0,10,90,96,999,14,5,10,9
Калининградская область,Багратионовская,УИК №19,1892,1850,0,1181,14,655,14,1181,26,1169,0,0,1,96,89,939,18,8,5,13
Калининградская область,Багратионовская,УИК №20,602,500,0,335,16,149,16,335,7,344,0,0,1,16,24,294,5,2,0,2
Калининградская область,Багратионовская,УИК №21,1065,1000,0,563,42,395,42,563,4,601,0,0,3,36,27,522,5,2,3,3
Калининградская область,Багратионовская,УИК №22,810,750,0,462,21,267,21,462,7,476,0,0,3,36,34,388,8,3,1,3
