Тамбовская область,Бондарская,УИК №1,1441,1400,0,840,107,453,107,839,11,935,0,0,6,149,44,715,11,5,2,3
Тамбовская область,Бондарская,УИК №2,1538,1400,0,886,112,402,112,885,17,980,0,0,3,112,58,788,4,9,4,2
Тамбовская область,Бондарская,УИК №3,662,670,0,500,55,115,55,500,3,552,0,0,2,23,26,496,2,3,0,0
Тамбовская область,Бондарская,УИК №4,365,380,0,280,19,81,19,280,6,293,0,0,1,14,7,264,3,4,0,0
Тамбовская область,Бондарская,УИК №5,445,450,0,334,53,63,53,334,6,381,0,0,3,14,21,340,1,2,0,0
Тамбовская область,Бондарская,УИК №6,554,545,0,343,103,99,103,343,16,430,0,0,1,18,33,373,4,0,0,1
Тамбовская область,Бондарская,УИК №7,249,245,0,189,47,9,47,189,1,235,0,0,0,1,2,232,0,0,0,0
Тамбовская область,Бондарская,УИК №8,102,100,0,75,18,7,18,75,0,93,0,0,0,0,2,90,1,0,0,0
Тамбовская область,Бондарская,УИК №9,291,300,0,198,61,41,61,198,4,255,0,0,1,24,19,208,1,2,0,0
Тамбовская область,Бондарская,УИК №10,255,265,0,191,25,49,25,191,5,211,0,0,0,15,16,177,1,1,1,0
Тамбовская область,Бондарская,УИК №11,223,220,0,159,40,21,40,159,1,198,0,0,1,5,8,184,0,0,0,0
Тамбовская область,Бондарская,УИК №12,245,250,0,160,59,31,59,160,0,219,0,0,0,10,15,192,1,1,0,0
Тамбовская область,Бондарская,УИК №13,288,290,0,189,61,40,61,189,0,250,0,0,2,4,11,232,0,1,0,0
Тамбовская область,Бондарская,УИК №14,196,200,0,156,32,12,32,156,0,188,0,0,0,5,13,170,0,0,0,0
Тамбовская область,Бондарская,УИК №15,427,430,0,306,65,59,65,306,1,370,0,0,1,9,30,327,1,0,0,2
Тамбовская область,Бондарская,УИК №16,307,300,0,244,20,36,20,244,3,261,0,0,0,11,18,227,3,1,1,0
Тамбовская область,Бондарская,УИК №17,431,440,0,320,47,73,47,320,0,367,0,0,1,11,22,331,0,2,0,0
Тамбовская область,Бондарская,УИК №18,433,430,0,310,53,67,53,310,4,359,0,0,0,20,29,306,3,0,1,0
Тамбовская область,Бондарская,УИК №19,337,340,0,234,52,54,52,234,2,284,0,0,1,17,33,232,1,0,0,0
Тамбовская область,Бондарская,УИК №20,472,490,0,350,45,95,45,350,0,395,0,0,0,37,18,340,0,0,0,0
Тамбовская область,Бондарская,УИК №21,243,235,0,188,22,25,22,188,0,210,0,0,0,29,4,175,1,1,0,0
