Астраханская область,"Астрахань, Кировская",УИК №101,1952,1800,0,1139,20,641,20,1139,10,1149,0,0,5,207,54,820,34,10,6,13
Астраханская область,"Астрахань, Кировская",УИК №102,2627,2100,0,1628,31,441,31,1628,19,1640,0,0,22,237,81,1216,36,6,18,24
Астраханская область,"Астрахань, Кировская",УИК №103,1489,1400,0,764,13,623,13,764,8,769,0,0,4,117,41,564,24,6,8,5
Астраханская область,"Астрахань, Кировская",УИК №104,1703,1550,0,843,36,671,36,843,0,879,0,0,3,27,11,823,4,2,4,5
Астраханская область,"Астрахань, Кировская",УИК №105,1583,1450,0,1153,34,263,34,1153,0,1187,0,0,3,19,26,1128,2,2,3,4
Астраханская область,"Астрахань, Кировская",УИК №106,2126,1850,0,1208,46,596,46,1208,13,1241,0,0,16,208,61,873,34,9,12,28
Астраханская область,"Астрахань, Кировская",УИК №107,1170,1000,0,652,20,328,20,652,4,668,0,0,9,102,28,483,16,5,5,20
Астраханская область,"Астрахань, Кировская",УИК №108,909,750,0,495,24,231,24,495,9,510,0,0,9,100,24,333,17,6,8,13
Астраханская область,"Астрахань, Кировская",УИК №109,1428,1150,0,798,29,323,29,798,8,819,0,0,1,7,13,786,6,1,2,3
Астраханская область,"Астрахань, Кировская",УИК №110,1328,1150,0,915,36,199,36,915,6,945,0,0,9,69,25,803,17,3,7,12
Астраханская область,"Астрахань, Кировская",УИК №111,1313,1200,0,581,7,612,7,581,6,582,0,0,8,82,43,421,14,2,5,7
Астраханская область,"Астрахань, Кировская",УИК №112,1407,1250,0,743,23,484,23,743,9,757,0,0,4,122,30,563,17,5,6,10
Астраханская область,"Астрахань, Кировская",УИК №113,1246,1150,0,597,5,548,5,597,6,596,0,0,4,20,14,545,4,1,5,3
Астраханская область,"Астрахань, Кировская",УИК №114,990,850,0,687,11,152,11,687,0,698,0,0,0,39,8,650,1,0,0,0
Астраханская область,"Астрахань, Кировская",УИК №115,1412,1250,0,494,19,737,19,494,9,504,0,0,1,81,31,367,10,3,3,8
Астраханская область,"Астрахань, Кировская",УИК №116,574,475,0,294,10,171,10,294,7,297,0,0,5,51,7,224,5,1,1,3
Астраханская область,"Астрахань, Кировская",УИК №117,957,800,0,754,16,30,16,754,2,768,0,0,1,41,4,715,3,1,1,2
Астраханская область,"Астрахань, Кировская",УИК №118,2172,1900,0,936,25,939,25,936,15,946,0,0,3,16,14,889,13,5,4,2
Астраханская область,"Астрахань, Кировская",УИК №119,1379,1200,0,751,11,438,11,749,2,758,0,0,9,104,45,553,18,2,9,18
Астраханская область,"Астрахань, Кировская",УИК №120,2396,1950,0,1459,26,465,26,1459,0,1485,0,0,5,179,41,1260,0,0,0,0
Астраханская область,"Астрахань, Кировская",УИК №121,1736,1600,0,768,19,813,19,768,11,776,0,0,2,117,38,586,13,2,9,9
Астраханская область,"Астрахань, Кировская",УИК №122,2359,2200,0,1456,40,704,40,1456,26,1470,0,0,11,215,71,1082,44,14,13,20
Астраханская область,"Астрахань, Кировская",УИК №123,1476,1350,0,503,12,835,12,503,0,515,0,0,4,10,6,479,1,3,5,7
Астраханская область,"Астрахань, Кировская",УИК №124,1700,1350,0,1132,14,204,14,1132,14,1132,0,0,7,81,20,1003,12,2,5,2
Астраханская область,"Астрахань, Кировская",УИК №125,1842,1750,0,1017,35,698,35,1017,0,1052,0,0,10,35,22,965,3,2,5,10
Астраханская область,"Астрахань, Кировская",УИК №126,1439,1350,0,741,14,595,14,741,18,737,0,0,5,141,45,489,20,11,7,19
Астраханская область,"Астрахань, Кировская",УИК №127,1389,1250,0,476,0,774,0,476,9,467,0,0,0,85,32,322,11,3,5,9
Астраханская область,"Астрахань, Кировская",УИК №128,1970,1850,0,1106,16,728,16,1106,13,1109,0,0,5,52,21,986,19,5,14,7
Астраханская область,"Астрахань, Кировская",УИК №129,1838,1650,0,1113,34,503,34,1113,8,1139,0,0,9,224,52,788,28,6,6,26
Астраханская область,"Астрахань, Кировская",УИК №130,2141,1950,0,1284,28,638,28,1284,4,1308,0,0,7,105,36,1118,20,3,6,13
Астраханская область,"Астрахань, Кировская",УИК №131,2004,1900,0,1479,18,403,18,1479,19,1478,0,0,5,63,36,1361,2,4,5,2
Астраханская область,"Астрахань, Кировская",УИК №132,1879,1750,0,1057,74,619,74,1057,7,1124,0,0,9,48,21,1012,13,4,5,12
Астраханская область,"Астрахань, Кировская",УИК №133,1684,1550,0,1077,15,458,15,1075,18,1072,0,0,2,185,60,753,30,8,15,19
Астраханская область,"Астрахань, Кировская",УИК №134,1596,1450,0,1008,13,429,13,1008,13,1008,0,0,3,68,17,902,7,3,4,4
Астраханская область,"Астрахань, Кировская",УИК №135,1922,1800,0,976,15,809,15,976,11,980,0,0,2,152,38,752,17,7,4,8
Астраханская область,"Астрахань, Кировская",УИК №136,2230,2100,0,1366,11,723,11,1366,3,1374,0,0,4,221,15,1110,12,2,6,4
Астраханская область,"Астрахань, Кировская",УИК №137,2372,2000,0,1379,155,466,155,1379,0,1534,0,0,2,45,10,1464,4,3,2,4
Астраханская область,"Астрахань, Кировская",УИК №138,2123,1950,0,1302,26,622,26,1299,11,1314,0,0,12,212,70,952,30,13,15,10
Астраханская область,"Астрахань, Кировская",УИК №139,2210,2050,0,1314,26,710,26,1314,8,1332,0,0,7,90,41,1141,15,9,10,19
Астраханская область,"Астрахань, Кировская",УИК №140,2526,2400,0,1404,25,971,25,1404,17,1412,0,0,7,275,64,990,33,9,20,14
Астраханская область,"Астрахань, Кировская",УИК №141,2654,2450,0,1448,41,961,41,1445,6,1480,0,0,7,70,16,1368,5,3,6,5
Астраханская область,"Астрахань, Кировская",УИК №142,2154,2000,0,1436,12,552,12,1436,0,1448,0,0,4,30,57,1335,8,2,7,5
Астраханская область,"Астрахань, Кировская",УИК №143,2051,1850,0,1217,37,596,37,1217,6,1248,0,0,1,82,66,1060,17,5,8,9
Астраханская область,"Астрахань, Кировская",УИК №144,2375,2050,0,1063,203,784,203,1063,21,1245,0,0,7,198,81,897,22,10,7,23
Астраханская область,"Астрахань, Кировская",УИК №145,1155,1050,0,680,22,348,22,679,9,692,0,0,6,88,53,513,10,7,8,7
Астраханская область,"Астрахань, Кировская",УИК №146,2983,2650,0,1161,126,1363,126,1159,20,1265,0,0,7,231,86,894,20,4,11,12
Астраханская область,"Астрахань, Кировская",УИК №147,371,370,0,353,5,12,5,353,28,330,0,0,3,36,49,189,46,3,2,2
Астраханская область,"Астрахань, Кировская",УИК №148,506,508,0,487,7,14,7,487,3,491,0,0,2,38,7,431,5,4,3,1
Астраханская область,"Астрахань, Кировская",УИК №149,262,265,0,219,41,5,41,219,0,260,0,0,0,41,12,200,3,0,0,4
